Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
127.0,Daniel Alejandro Cortez Velásquez,1028.0,135.0,120.0,105.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,151.0,61.0,29.0,2.0,4.0
128.0,Luis Alejandro Méndez,1030.0,67.0,295.0,101.0,71.0,27.0,18.0,22.0,27.0,64.0,33.0,56.0,153.0,61.0,29.0,2.0,4.0
129.0,Benjamin Ian Cornieles,1032.0,180.0,123.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,63.0,55.0,29.0,2.0,4.0
130.0,Adonis Torres,1039.0,189.0,168.0,130.0,71.0,27.0,18.0,22.0,27.0,103.0,33.0,51.0,104.0,61.0,29.0,2.0,4.0
131.0,Pedro Luis Asuaje Mantilla,1046.0,183.0,130.0,125.0,70.0,27.0,18.0,22.0,27.0,167.0,33.0,53.0,114.0,46.0,25.0,2.0,4.0
132.0,Franny Luna Castro,1050.0,217.0,119.0,121.0,63.0,27.0,18.0,22.0,14.0,167.0,29.0,46.0,131.0,41.0,29.0,2.0,4.0
133.0,Abraham Perez,1054.0,168.0,87.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,127.0,61.0,29.0,2.0,4.0
134.0,Sebastian Friedl,1065.0,221.0,159.0,155.0,71.0,27.0,18.0,22.0,27.0,114.0,33.0,56.0,66.0,61.0,29.0,2.0,4.0
135.0,Victor Calderon,1067.0,162.0,72.0,155.0,71.0,27.0,18.0,22.0,27.0,132.0,33.0,56.0,196.0,61.0,29.0,2.0,4.0
136.0,Albert Andrew González Párraga,1068.0,215.0,137.0,133.0,71.0,27.0,18.0,22.0,27.0,135.0,33.0,56.0,112.0,47.0,29.0,2.0,4.0
137.0,Linda Anabel Hernández,1070.0,152.0,155.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,91.0,61.0,29.0,2.0,4.0
138.0,Franyer Jesús Leal Garcia,1079.0,109.0,170.0,75.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
139.0,Jonathan Samuel Rojas Gamboa,1080.0,165.0,108.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,135.0,61.0,29.0,2.0,4.0
140.0,Joel Venegas,1082.0,118.0,248.0,155.0,71.0,27.0,18.0,22.0,27.0,73.0,33.0,56.0,138.0,61.0,29.0,2.0,4.0
140.0,Owen Lulo,1082.0,124.0,78.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
142.0,Cristian David Pacheco Salas,1085.0,101.0,104.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
142.0,Samuel Romero Gamarra,1085.0,222.0,156.0,100.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,90.0,61.0,29.0,2.0,4.0
142.0,Eduardo Cabrera Azcarate,1085.0,140.0,163.0,132.0,71.0,27.0,18.0,22.0,27.0,92.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
145.0,Axel Gómez,1096.0,128.0,295.0,87.0,71.0,27.0,18.0,22.0,27.0,65.0,33.0,19.0,208.0,61.0,29.0,2.0,4.0
146.0,Maria Virginia Salas,1097.0,136.0,212.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,77.0,61.0,29.0,2.0,4.0
147.0,Jose David Cañizales,1102.0,129.0,215.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,86.0,61.0,29.0,2.0,4.0
148.0,Héctor Alonso Ayala Paredes,1107.0,219.0,125.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,91.0,61.0,29.0,2.0,4.0
149.0,Ysimar Romero,1108.0,173.0,295.0,131.0,71.0,27.0,18.0,22.0,27.0,120.0,7.0,56.0,65.0,61.0,29.0,2.0,4.0
150.0,Camilo Parilli,1109.0,137.0,139.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,161.0,61.0,29.0,2.0,4.0
151.0,Gabriel Mercado,1111.0,250.0,112.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,88.0,50.0,29.0,2.0,4.0
152.0,Rocco Ramos,1121.0,192.0,203.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,54.0,61.0,29.0,2.0,4.0
